            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458889.500000000, A.D. 2020-Feb-10 00:00:00.0000, -3.267657376400997E+07, -4.323248410993121E+08, -2.622410709716916E+06,  1.293705333393448E+01,  9.655121619343172E+00,  7.960940949293196E-01,  1.446220225660467E+03,  4.335659162600662E+08, -1.060732638484015E+01,
2458890.500000000, A.D. 2020-Feb-11 00:00:00.0000, -3.155861927045152E+07, -4.314880227648641E+08, -2.553612404449254E+06,  1.294150140329850E+01,  9.715717682176207E+00,  7.964580415338087E-01,  1.443158730729060E+03,  4.326481031694249E+08, -1.063835837812660E+01,
2458891.500000000, A.D. 2020-Feb-12 00:00:00.0000, -3.044028606209040E+07, -4.306459573593009E+08, -2.484782973478884E+06,  1.294581959078439E+01,  9.776581958657244E+00,  7.968145804756448E-01,  1.440088282556272E+03,  4.317276059645432E+08, -1.066945869711236E+01,
2458892.500000000, A.D. 2020-Feb-13 00:00:00.0000, -2.932158543617923E+07, -4.297986216153753E+08, -2.415923061214954E+06,  1.295000614481567E+01,  9.837716618991715E+00,  7.971636099185822E-01,  1.437008861417786E+03,  4.308044187322193E+08, -1.070062756963910E+01,
2458893.500000000, A.D. 2020-Feb-14 00:00:00.0000, -2.820252884257348E+07, -4.289459920773408E+08, -2.347033320939720E+06,  1.295405928439786E+01,  9.899123856432883E+00,  7.975050262915757E-01,  1.433920447524000E+03,  4.298785355396800E+08, -1.073186522087981E+01,
2458894.500000000, A.D. 2020-Feb-15 00:00:00.0000, -2.708312788629806E+07, -4.280880450989476E+08, -2.278114414960235E+06,  1.295797719855365E+01,  9.960805887580165E+00,  7.978387242548508E-01,  1.430823021020819E+03,  4.289499504348169E+08, -1.076317187321965E+01,
2458895.500000000, A.D. 2020-Feb-16 00:00:00.0000, -2.596339433016263E+07, -4.272247568414122E+08, -2.209167014762610E+06,  1.296175804572535E+01,  1.002276495267860E+01,  7.981645966668083E-01,  1.427716561990470E+03,  4.280186574464324E+08, -1.079454774612860E+01,
2458896.500000000, A.D. 2020-Feb-17 00:00:00.0000, -2.484334009743010E+07, -4.263561032713624E+08, -2.140191801169008E+06,  1.296539995317774E+01,  1.008500331588496E+01,  7.984825345458373E-01,  1.424601050452371E+03,  4.270846505844983E+08, -1.082599305599373E+01,
2458897.500000000, A.D. 2020-Feb-18 00:00:00.0000, -2.372297727453640E+07, -4.254820601587594E+08, -2.071189464498401E+06,  1.296890101639354E+01,  1.014752326559130E+01,  7.987924270351807E-01,  1.421476466364037E+03,  4.261479238404290E+08, -1.085750801600076E+01,
2458898.500000000, A.D. 2020-Feb-19 00:00:00.0000, -2.260231811386334E+07, -4.246026030747888E+08, -2.002160704730392E+06,  1.297225929843756E+01,  1.021032711471621E+01,  7.990941613655882E-01,  1.418342789622023E+03,  4.252084711873629E+08, -1.088909283597377E+01,
